Prod_ID,Ques_ID,Question Text,Ans_ID,Ans_Text,Q_A
15,102,"Can a 4-yr old open this gate easily?  I want to keep the baby from falling down the stairs, but allow toddlers through easily.",388,"Yes I would think so, as long as you don't lock it. Our 2 year old can open it when it isn't locked.","Can a 4-yr old open this gate easily?  I want to keep the baby from falling down the stairs, but allow toddlers through easily. Yes I would think so, as long as you don't lock it. Our 2 year old can open it when it isn't locked."
15,102,"Can a 4-yr old open this gate easily?  I want to keep the baby from falling down the stairs, but allow toddlers through easily.",389,Our 1.5 year old son figured it out unfortunately. There is two locks and he was able to get past the first easily and the other took him a little bit longer. I still recommend this because if the toddler can get past it then he can probably go somewhat safely up the stairs.,"Can a 4-yr old open this gate easily?  I want to keep the baby from falling down the stairs, but allow toddlers through easily. Our 1.5 year old son figured it out unfortunately. There is two locks and he was able to get past the first easily and the other took him a little bit longer. I still recommend this because if the toddler can get past it then he can probably go somewhat safely up the stairs."
15,102,"Can a 4-yr old open this gate easily?  I want to keep the baby from falling down the stairs, but allow toddlers through easily.",390,"My honest opinion, yes. It is not that hard for children these days to figure it out. Especially, if they have seen you open it. I hope my opinion helps :)","Can a 4-yr old open this gate easily?  I want to keep the baby from falling down the stairs, but allow toddlers through easily. My honest opinion, yes. It is not that hard for children these days to figure it out. Especially, if they have seen you open it. I hope my opinion helps :)"
15,102,"Can a 4-yr old open this gate easily?  I want to keep the baby from falling down the stairs, but allow toddlers through easily.",391,Yes as long as the lock is not engaged.  This gate closes securely and has an additional push button lock.  If the lock is not engaged a baby will be safe behind it but a toddler can still lift the handle to go through.,"Can a 4-yr old open this gate easily?  I want to keep the baby from falling down the stairs, but allow toddlers through easily. Yes as long as the lock is not engaged.  This gate closes securely and has an additional push button lock.  If the lock is not engaged a baby will be safe behind it but a toddler can still lift the handle to go through."
15,103,I would like to mount this gate to the top of our stairs. One side is wall and the other side is bannister. The Kidco spindles don't fit it. Help?,392,"That's where we use it, and as it has a threshold, it's a bit difficult to step through and balance. My son in law bought hardware which attaches to the bannister, and added a wooden support to the bottom of the gate. Sorry, not sure where he got the pieces that straddle the bannister and close with Velcro. We only use it when they visit, at their house they use a gate that is meant for the top of the stairs and has no bottom pice to walk over, much safer.","I would like to mount this gate to the top of our stairs. One side is wall and the other side is bannister. The Kidco spindles don't fit it. Help? That's where we use it, and as it has a threshold, it's a bit difficult to step through and balance. My son in law bought hardware which attaches to the bannister, and added a wooden support to the bottom of the gate. Sorry, not sure where he got the pieces that straddle the bannister and close with Velcro. We only use it when they visit, at their house they use a gate that is meant for the top of the stairs and has no bottom pice to walk over, much safer."
15,103,I would like to mount this gate to the top of our stairs. One side is wall and the other side is bannister. The Kidco spindles don't fit it. Help?,393,Yes it will it is adjustable,I would like to mount this gate to the top of our stairs. One side is wall and the other side is bannister. The Kidco spindles don't fit it. Help? Yes it will it is adjustable
15,104,What is the distance between bars?,394,A small child cannot squeeze between the bars. I purchased it because I have 3 Chihuahua's. The only 1 that could squeeze is was my Teacup Chihuahua.,What is the distance between bars? A small child cannot squeeze between the bars. I purchased it because I have 3 Chihuahua's. The only 1 that could squeeze is was my Teacup Chihuahua.
15,104,What is the distance between bars?,395,The upright bars aren't equally spaced. The widest distance is 3\' with some closer to 2 1/2\'.,What is the distance between bars? The upright bars aren't equally spaced. The widest distance is 3\' with some closer to 2 1/2\'.
15,104,What is the distance between bars?,396,The space between the bars is three inches .,What is the distance between bars? The space between the bars is three inches .
15,105,Can this be installed at the top of the stairs?,397,Yes,Can this be installed at the top of the stairs? Yes
15,105,Can this be installed at the top of the stairs?,398,Yes,Can this be installed at the top of the stairs? Yes
15,106,Does it close automatically?,399,No.    Not at all. Does not even swing closed,Does it close automatically? No.    Not at all. Does not even swing closed
15,106,Does it close automatically?,400,No,Does it close automatically? No
15,106,Does it close automatically?,401,No it does not but it closes easily with one hand. :),Does it close automatically? No it does not but it closes easily with one hand. :)
15,107,I have wide gap in the gate ... not sure how to fix the gate ...,402,If the gap is between the gate and the panel that touches the wall then the pegs that fasten it against the wall need to be tightened.  Top and bottom pegs must be tightened the same.  If the top is not tightened as much as the bottom it will leave a gap at the top that keep the latch from closing.,I have wide gap in the gate ... not sure how to fix the gate ... If the gap is between the gate and the panel that touches the wall then the pegs that fasten it against the wall need to be tightened.  Top and bottom pegs must be tightened the same.  If the top is not tightened as much as the bottom it will leave a gap at the top that keep the latch from closing.
15,107,I have wide gap in the gate ... not sure how to fix the gate ...,403,Could you be more specific?,I have wide gap in the gate ... not sure how to fix the gate ... Could you be more specific?
15,107,I have wide gap in the gate ... not sure how to fix the gate ...,404,You have to tighten the wall screws in the doorway and the gap should close up.,I have wide gap in the gate ... not sure how to fix the gate ... You have to tighten the wall screws in the doorway and the gap should close up.
15,107,I have wide gap in the gate ... not sure how to fix the gate ...,405,Tighten knobs evenly until closed lever engages far side,I have wide gap in the gate ... not sure how to fix the gate ... Tighten knobs evenly until closed lever engages far side
15,108,can this gate be solid mounted at an ,406,I would have to say no.  The gate top/bottom have to be level in order for the gate to lock closed.,can this gate be solid mounted at an  I would have to say no.  The gate top/bottom have to be level in order for the gate to lock closed.
15,108,can this gate be solid mounted at an ,407,It can be mounted with the screws that come with it. Directly into the wall. Straight. No Angles.,can this gate be solid mounted at an  It can be mounted with the screws that come with it. Directly into the wall. Straight. No Angles.
16,109,I am looking for the one that has a 3-1/4\' arm that will work with my flush mounted cabinets.  The standard ones aren't long enough for me,408,We don't carry anything that long but I would call the vendor directly to see if they carry it and what the item# is - (800) 553-5529,I am looking for the one that has a 3-1/4\' arm that will work with my flush mounted cabinets.  The standard ones aren't long enough for me We don't carry anything that long but I would call the vendor directly to see if they carry it and what the item# is - (800) 553-5529
16,109,I am looking for the one that has a 3-1/4\' arm that will work with my flush mounted cabinets.  The standard ones aren't long enough for me,409,I,I am looking for the one that has a 3-1/4\' arm that will work with my flush mounted cabinets.  The standard ones aren't long enough for me I
16,110,Is this lock visible from the outside of the cabinet?,410,"Not at all. I'm very happy with them, I've installed 20 of them now. (we have a lot of cabinets). Highly recommended. on installation, here's a tip:When installing the latch part, put the screws in the center of the holes, it allows for final adjustment without redrilling. Once I figured that out it went like clockwork installing the rest.","Is this lock visible from the outside of the cabinet? Not at all. I'm very happy with them, I've installed 20 of them now. (we have a lot of cabinets). Highly recommended. on installation, here's a tip:When installing the latch part, put the screws in the center of the holes, it allows for final adjustment without redrilling. Once I figured that out it went like clockwork installing the rest."
16,110,Is this lock visible from the outside of the cabinet?,411,Nope. Only visible when cabinet is opened.,Is this lock visible from the outside of the cabinet? Nope. Only visible when cabinet is opened.
16,110,Is this lock visible from the outside of the cabinet?,412,I have a few of these locks in our kitchen and you definitely cannot see the lock from the outside.  We love them and they keep our 19 month old daughter out of the cabinets...,Is this lock visible from the outside of the cabinet? I have a few of these locks in our kitchen and you definitely cannot see the lock from the outside.  We love them and they keep our 19 month old daughter out of the cabinets...
16,110,Is this lock visible from the outside of the cabinet?,413,"No, not when installed according to the enclosed instructions.","Is this lock visible from the outside of the cabinet? No, not when installed according to the enclosed instructions."
16,110,Is this lock visible from the outside of the cabinet?,414,"No,","Is this lock visible from the outside of the cabinet? No,"
16,110,Is this lock visible from the outside of the cabinet?,415,This lock is not visible from the outside. It works really well.,Is this lock visible from the outside of the cabinet? This lock is not visible from the outside. It works really well.
16,110,Is this lock visible from the outside of the cabinet?,416,Nope.  It's only visible when you open the cabinet.,Is this lock visible from the outside of the cabinet? Nope.  It's only visible when you open the cabinet.
16,110,Is this lock visible from the outside of the cabinet?,417,No,Is this lock visible from the outside of the cabinet? No
16,110,Is this lock visible from the outside of the cabinet?,418,It's not.,Is this lock visible from the outside of the cabinet? It's not.
16,110,Is this lock visible from the outside of the cabinet?,419,"The lock isn't visible while the door or drawer is closed. When it's opened, about an inch and a half of the mechanism is exposed, so that you can push on it to open the door/drawer the rest of the way. These locks work very well to keep our (much too intelligent) cats out of the bathroom cabinets and drawers.","Is this lock visible from the outside of the cabinet? The lock isn't visible while the door or drawer is closed. When it's opened, about an inch and a half of the mechanism is exposed, so that you can push on it to open the door/drawer the rest of the way. These locks work very well to keep our (much too intelligent) cats out of the bathroom cabinets and drawers."
17,111,What year was this product made in? I just want to check it is a newer version since the 2010 recall of this product.,420,We received it as a gift and it was 2012 version. But I am not sure whether it was from Amazon.,What year was this product made in? I just want to check it is a newer version since the 2010 recall of this product. We received it as a gift and it was 2012 version. But I am not sure whether it was from Amazon.
17,111,What year was this product made in? I just want to check it is a newer version since the 2010 recall of this product.,421,"I cannot answer to that question. I bought this item last year (2013) and has been fantastic for my son and his wife. They traveled to Europe last December and they were up and down many cities with an excellent result.  Probably, if this item was recalled in 2010, this must be a new version.","What year was this product made in? I just want to check it is a newer version since the 2010 recall of this product. I cannot answer to that question. I bought this item last year (2013) and has been fantastic for my son and his wife. They traveled to Europe last December and they were up and down many cities with an excellent result.  Probably, if this item was recalled in 2010, this must be a new version."
17,111,What year was this product made in? I just want to check it is a newer version since the 2010 recall of this product.,422,My box is marked May 2013.,What year was this product made in? I just want to check it is a newer version since the 2010 recall of this product. My box is marked May 2013.
17,112,can baby be placed forward or only toward the person carrying her/him?,423,Baby can be placed both ways.,can baby be placed forward or only toward the person carrying her/him? Baby can be placed both ways.
17,112,can baby be placed forward or only toward the person carrying her/him?,424,"It is forward facing but I prefer the ergo bc it is ergonomically designed for proper hip placement. That and my son didn't like it, cried whenever he was in it and was uncomfortable for me to wear. But that's just me! Everyone is different!!","can baby be placed forward or only toward the person carrying her/him? It is forward facing but I prefer the ergo bc it is ergonomically designed for proper hip placement. That and my son didn't like it, cried whenever he was in it and was uncomfortable for me to wear. But that's just me! Everyone is different!!"
17,112,can baby be placed forward or only toward the person carrying her/him?,425,Yes the baby can be forward facing. I used mine quite often that way. My daughter loved it.,can baby be placed forward or only toward the person carrying her/him? Yes the baby can be forward facing. I used mine quite often that way. My daughter loved it.
17,112,can baby be placed forward or only toward the person carrying her/him?,426,it can placed forward,can baby be placed forward or only toward the person carrying her/him? it can placed forward
17,112,can baby be placed forward or only toward the person carrying her/him?,427,The baby can be placed both in and out. This is one of the reasons I bought this one instead of ergo baby- my son liked to be facing out. Hope this helps!,can baby be placed forward or only toward the person carrying her/him? The baby can be placed both in and out. This is one of the reasons I bought this one instead of ergo baby- my son liked to be facing out. Hope this helps!
17,112,can baby be placed forward or only toward the person carrying her/him?,428,When the child can support the weight of their head on their own then you can fold down the head/neck support and have them face forward.,can baby be placed forward or only toward the person carrying her/him? When the child can support the weight of their head on their own then you can fold down the head/neck support and have them face forward.
17,112,can baby be placed forward or only toward the person carrying her/him?,429,Both ways are perfectly correct. My grandson used it both  ways. He enjoyed more looking forward.,can baby be placed forward or only toward the person carrying her/him? Both ways are perfectly correct. My grandson used it both  ways. He enjoyed more looking forward.
17,112,can baby be placed forward or only toward the person carrying her/him?,430,"Yes, baby can also be faced foward. Fold the top flap down so the 'Bjorn' label faces outwards and the two top clips fold back on themselves. Hope that makes sense and helps.","can baby be placed forward or only toward the person carrying her/him? Yes, baby can also be faced foward. Fold the top flap down so the 'Bjorn' label faces outwards and the two top clips fold back on themselves. Hope that makes sense and helps."
18,113,Has anyone travelled internationlly with this stroller?did it fit in the overhead compartment? Would this work for a 12 month old?weight capacity?,431,"My 3 year old still used the stroller. I have travelled internationally with it but always check in when you get onto the plane, really no need to put it into overhead compartment - as soon as you get off the plane they will have the stroller there for you.","Has anyone travelled internationlly with this stroller?did it fit in the overhead compartment? Would this work for a 12 month old?weight capacity? My 3 year old still used the stroller. I have travelled internationally with it but always check in when you get onto the plane, really no need to put it into overhead compartment - as soon as you get off the plane they will have the stroller there for you."
18,113,Has anyone travelled internationlly with this stroller?did it fit in the overhead compartment? Would this work for a 12 month old?weight capacity?,432,"I have flown with a stroller a good handful of times and every time we have flown the airline checks your stroller at the gate (don't panic) and then it is at your next stop on the tarmac right as you exit the plane! Even if you have a big stroller they do this. You will NOT have to put your stroller in an overhead is what I am getting at, the airline will take care of it. BUT if you did have to yes this would probably fit because it folds up pretty small. Yes, it will hold your one year old. I use it for my beastly two year old and she fits just fine! There is not a lot of storage space underneath, but that is with any umbrella stroller, this one is actually pretty generous considering. I really like this stroller and have been happy with it for about a year now. It has held up well, it is great for travel and it reclines so she can sleep in too.","Has anyone travelled internationlly with this stroller?did it fit in the overhead compartment? Would this work for a 12 month old?weight capacity? I have flown with a stroller a good handful of times and every time we have flown the airline checks your stroller at the gate (don't panic) and then it is at your next stop on the tarmac right as you exit the plane! Even if you have a big stroller they do this. You will NOT have to put your stroller in an overhead is what I am getting at, the airline will take care of it. BUT if you did have to yes this would probably fit because it folds up pretty small. Yes, it will hold your one year old. I use it for my beastly two year old and she fits just fine! There is not a lot of storage space underneath, but that is with any umbrella stroller, this one is actually pretty generous considering. I really like this stroller and have been happy with it for about a year now. It has held up well, it is great for travel and it reclines so she can sleep in too."
18,113,Has anyone travelled internationlly with this stroller?did it fit in the overhead compartment? Would this work for a 12 month old?weight capacity?,433,I don't think it will fit in the overhead of domestic or international flights. It's a gate check item for sure.,Has anyone travelled internationlly with this stroller?did it fit in the overhead compartment? Would this work for a 12 month old?weight capacity? I don't think it will fit in the overhead of domestic or international flights. It's a gate check item for sure.
18,114,does stroller come with rain cover? ,434,"It does come with a sun/shade cover, but if you're referring to something plastic, or something that keeps the child's body dry, this stroller does not come with that.","does stroller come with rain cover?  It does come with a sun/shade cover, but if you're referring to something plastic, or something that keeps the child's body dry, this stroller does not come with that."
18,114,does stroller come with rain cover? ,435,Yes it comes with the sun/shade cover as shown,does stroller come with rain cover?  Yes it comes with the sun/shade cover as shown
18,114,does stroller come with rain cover? ,436,It comes with the shade shown in the photo.,does stroller come with rain cover?  It comes with the shade shown in the photo.
18,115,Will my tall toddlers feet drag on the ground?,437,"The stroller has a footrest above the two front wheels.   Our four year old is very comfortable inside, I'd say your tall toddler will be okay!","Will my tall toddlers feet drag on the ground? The stroller has a footrest above the two front wheels.   Our four year old is very comfortable inside, I'd say your tall toddler will be okay!"
18,115,Will my tall toddlers feet drag on the ground?,438,It has s footrest this stroller is rated for 39 pounds I believe. So unless your toddler is about 4 feet talk and under 40 lbs. I don't think you'll have an issue with this stroller .,Will my tall toddlers feet drag on the ground? It has s footrest this stroller is rated for 39 pounds I believe. So unless your toddler is about 4 feet talk and under 40 lbs. I don't think you'll have an issue with this stroller .
18,116,"I have a 43 inch, 38 pound toddler. Is this too small? We love our city mini, but it's heavy for travel. If not the chicco, any travel stroller ideas?",439,"I think it could be too small, but most importantly, it is not a great stroller, it broke after just couple uses for us.  Uppababy is what we ended up with especially from what I learned from other reviews, it has great warranty if you use its brand traveler bag.","I have a 43 inch, 38 pound toddler. Is this too small? We love our city mini, but it's heavy for travel. If not the chicco, any travel stroller ideas? I think it could be too small, but most importantly, it is not a great stroller, it broke after just couple uses for us.  Uppababy is what we ended up with especially from what I learned from other reviews, it has great warranty if you use its brand traveler bag."
18,116,"I have a 43 inch, 38 pound toddler. Is this too small? We love our city mini, but it's heavy for travel. If not the chicco, any travel stroller ideas?",440,My son is 36 lbs are already outgrew it. It's super light and I love it but my sons is fairly thin and light and the waistband/belt no longer fits,"I have a 43 inch, 38 pound toddler. Is this too small? We love our city mini, but it's heavy for travel. If not the chicco, any travel stroller ideas? My son is 36 lbs are already outgrew it. It's super light and I love it but my sons is fairly thin and light and the waistband/belt no longer fits"
18,116,"I have a 43 inch, 38 pound toddler. Is this too small? We love our city mini, but it's heavy for travel. If not the chicco, any travel stroller ideas?",441,"Yes I think this would be too small. We love this for airport travel b/c it is so light and compact. Also I can easily manage it in and out of the trunk for quick errands around town. However, our guy is a smaller 2year old and just under 30lbs. I find there is ample room in the seat for him, but not enough length in the straps to accommodate much more growth. Don't have any other suggestions. This is a stable stroller with great wheels - for the price I could not be happier.","I have a 43 inch, 38 pound toddler. Is this too small? We love our city mini, but it's heavy for travel. If not the chicco, any travel stroller ideas? Yes I think this would be too small. We love this for airport travel b/c it is so light and compact. Also I can easily manage it in and out of the trunk for quick errands around town. However, our guy is a smaller 2year old and just under 30lbs. I find there is ample room in the seat for him, but not enough length in the straps to accommodate much more growth. Don't have any other suggestions. This is a stable stroller with great wheels - for the price I could not be happier."
18,116,"I have a 43 inch, 38 pound toddler. Is this too small? We love our city mini, but it's heavy for travel. If not the chicco, any travel stroller ideas?",442,"My Toddler weights 25lbs and she just fits in this stroller. This stroller is not made as well as it once was made. I find it to be cheaply made does not recline all the way down but it does serve a purpose of being light and easy to handle. I keep mine in my truck for quick trips to bank, grocery shop etc.","I have a 43 inch, 38 pound toddler. Is this too small? We love our city mini, but it's heavy for travel. If not the chicco, any travel stroller ideas? My Toddler weights 25lbs and she just fits in this stroller. This stroller is not made as well as it once was made. I find it to be cheaply made does not recline all the way down but it does serve a purpose of being light and easy to handle. I keep mine in my truck for quick trips to bank, grocery shop etc."
18,116,"I have a 43 inch, 38 pound toddler. Is this too small? We love our city mini, but it's heavy for travel. If not the chicco, any travel stroller ideas?",443,This will definitely work for you. My boy is 48in and about 44 pounds. And we spend a week in NY and that was all I used.,"I have a 43 inch, 38 pound toddler. Is this too small? We love our city mini, but it's heavy for travel. If not the chicco, any travel stroller ideas? This will definitely work for you. My boy is 48in and about 44 pounds. And we spend a week in NY and that was all I used."
18,116,"I have a 43 inch, 38 pound toddler. Is this too small? We love our city mini, but it's heavy for travel. If not the chicco, any travel stroller ideas?",444,I personally think you would want something a little bigger.  Sorry that I don't have any suggestions as this is the only umbrella stroller I am familiar with and I do love it but for a smaller child.,"I have a 43 inch, 38 pound toddler. Is this too small? We love our city mini, but it's heavy for travel. If not the chicco, any travel stroller ideas? I personally think you would want something a little bigger.  Sorry that I don't have any suggestions as this is the only umbrella stroller I am familiar with and I do love it but for a smaller child."
18,117,newborn,445,"No because there's no head support, but id say it would work well for 6 months to 12 months","newborn No because there's no head support, but id say it would work well for 6 months to 12 months"
18,117,newborn,446,Doesn't have the right support for newborns.,newborn Doesn't have the right support for newborns.
18,117,newborn,447,i wouldn't recommend this for newborn.,newborn i wouldn't recommend this for newborn.
18,117,newborn,448,It does not have the support for a newborn.,newborn It does not have the support for a newborn.
18,118,what is the weight capacity of this stroller?,449,My manual says 37 pounds (16.8 kg).,what is the weight capacity of this stroller? My manual says 37 pounds (16.8 kg).
18,118,what is the weight capacity of this stroller?,450,40lb,what is the weight capacity of this stroller? 40lb
18,118,what is the weight capacity of this stroller?,451,Up to 37lbs according to chicco's website.,what is the weight capacity of this stroller? Up to 37lbs according to chicco's website.
18,118,what is the weight capacity of this stroller?,452,I really don't know the specification; my baby's weight is now 7kg and you can tell there's a lot of room for a baby doubling him.,what is the weight capacity of this stroller? I really don't know the specification; my baby's weight is now 7kg and you can tell there's a lot of room for a baby doubling him.
18,118,what is the weight capacity of this stroller?,453,My son is almost 13 Kg. He is very comfortable in the stroller,what is the weight capacity of this stroller? My son is almost 13 Kg. He is very comfortable in the stroller
18,119,Is this stroller comfortable to use for tall people? Like 6ft tall?,454,My husband is 6'1 and has never complained when using this stroller. I'm only 5'4 and don't have ant issues either.,Is this stroller comfortable to use for tall people? Like 6ft tall? My husband is 6'1 and has never complained when using this stroller. I'm only 5'4 and don't have ant issues either.
18,119,Is this stroller comfortable to use for tall people? Like 6ft tall?,455,"I am 5'9 and it was comfortable, but if you are able to see my review the stroller smell like toxic chemicals. I would not recommend this item.","Is this stroller comfortable to use for tall people? Like 6ft tall? I am 5'9 and it was comfortable, but if you are able to see my review the stroller smell like toxic chemicals. I would not recommend this item."
18,119,Is this stroller comfortable to use for tall people? Like 6ft tall?,456,NO. I am only 5'6\' and I find myself kicking the back of the stroller constantly. My 6' husband refuses to use it.,Is this stroller comfortable to use for tall people? Like 6ft tall? NO. I am only 5'6\' and I find myself kicking the back of the stroller constantly. My 6' husband refuses to use it.
18,119,Is this stroller comfortable to use for tall people? Like 6ft tall?,457,Good Travel Stroller and yes comfortable for people 6ft tall.,Is this stroller comfortable to use for tall people? Like 6ft tall? Good Travel Stroller and yes comfortable for people 6ft tall.
18,119,Is this stroller comfortable to use for tall people? Like 6ft tall?,458,No!   That is why I returned this-  I'm about 5'6 and kept kicking the wheels.  I would get the next step up!  So worth the extra $50!!,Is this stroller comfortable to use for tall people? Like 6ft tall? No!   That is why I returned this-  I'm about 5'6 and kept kicking the wheels.  I would get the next step up!  So worth the extra $50!!
18,120,does it have a cup ,459,No it does not have one. Sorry,does it have a cup  No it does not have one. Sorry
18,120,does it have a cup ,460,"No, it does not.","does it have a cup  No, it does not."
18,120,does it have a cup ,461,"No, there's no cup holder","does it have a cup  No, there's no cup holder"
18,120,does it have a cup ,462,"Unfortunately, it does not have one.","does it have a cup  Unfortunately, it does not have one."
18,120,does it have a cup ,463,"No,it hasn't","does it have a cup  No,it hasn't"
18,121,that car is fully baby lying in one of its positions????,464,It has several position of that's what you are asking. Don't really understand the question.,that car is fully baby lying in one of its positions???? It has several position of that's what you are asking. Don't really understand the question.
18,121,that car is fully baby lying in one of its positions????,465,No.  The baby needs to have the head support to sit up for this stroller.  I could not use this until my son was able to sit up (6 months +),that car is fully baby lying in one of its positions???? No.  The baby needs to have the head support to sit up for this stroller.  I could not use this until my son was able to sit up (6 months +)
18,121,that car is fully baby lying in one of its positions????,466,"No, there is not a fully reclined position, if that's what you're asking.  There is very upright and not-so-upright.  \'Recline\' is really a very loosely-used term when used in relation to this stroller. :)  Having said that, I love this stroller.  I used it for my 6-month-old with no problems.  The reclined position is just reclined enough that she could nap without slumping.  The straps are not a harness though, so you'll have to be careful with that.","that car is fully baby lying in one of its positions???? No, there is not a fully reclined position, if that's what you're asking.  There is very upright and not-so-upright.  \'Recline\' is really a very loosely-used term when used in relation to this stroller. :)  Having said that, I love this stroller.  I used it for my 6-month-old with no problems.  The reclined position is just reclined enough that she could nap without slumping.  The straps are not a harness though, so you'll have to be careful with that."
19,122,Does this cover work with babybjorn miracle?,467,Yes I have the Miracle as well! This cover would work for most any type! It is like a big sack with elastic around the edges that you just slip over the top!,Does this cover work with babybjorn miracle? Yes I have the Miracle as well! This cover would work for most any type! It is like a big sack with elastic around the edges that you just slip over the top!
19,122,Does this cover work with babybjorn miracle?,468,"I'm sorry,I dont know. I purchased it for a couple in Germany. It was on their want list.","Does this cover work with babybjorn miracle? I'm sorry,I dont know. I purchased it for a couple in Germany. It was on their want list."
19,123,We have the Babybjorn one.  Is the hood detachable to be used on it's own without the cover?,469,Yes it is detachable. It has velcro,We have the Babybjorn one.  Is the hood detachable to be used on it's own without the cover? Yes it is detachable. It has velcro
19,123,We have the Babybjorn one.  Is the hood detachable to be used on it's own without the cover?,470,Hood is detachable.  We would only use hood if we thought it was going to rain or if it was snowing.  Hood cannot be used without cover.,We have the Babybjorn one.  Is the hood detachable to be used on it's own without the cover? Hood is detachable.  We would only use hood if we thought it was going to rain or if it was snowing.  Hood cannot be used without cover.
19,123,We have the Babybjorn one.  Is the hood detachable to be used on it's own without the cover?,471,Yes hood is detachable but I think hood cannot be used alone unless you attache string or something in it.  I never used a hood alone.,We have the Babybjorn one.  Is the hood detachable to be used on it's own without the cover? Yes hood is detachable but I think hood cannot be used alone unless you attache string or something in it.  I never used a hood alone.
19,123,We have the Babybjorn one.  Is the hood detachable to be used on it's own without the cover?,472,"Yes, the hood is detachable which is nice when the infant can be front facing and not have a hood in their face:)","We have the Babybjorn one.  Is the hood detachable to be used on it's own without the cover? Yes, the hood is detachable which is nice when the infant can be front facing and not have a hood in their face:)"
19,123,We have the Babybjorn one.  Is the hood detachable to be used on it's own without the cover?,473,"Hi,I'm not sure what do you mean by this question...This cover is hooked on the BabyBjorn carrier but you don't have to  use the cover when using the carrier.Please let me know if you have more questions...- Inbal.","We have the Babybjorn one.  Is the hood detachable to be used on it's own without the cover? Hi,I'm not sure what do you mean by this question...This cover is hooked on the BabyBjorn carrier but you don't have to  use the cover when using the carrier.Please let me know if you have more questions...- Inbal."
19,124,can you put the cover on when wearing the baby facin,474,"I don't see why not. Our son usually faces out but the hood snaps on so could go either way and the rest of it is from neck down so it shouldn't matter. I haven't tried it but yes, seems like it would work facing you.","can you put the cover on when wearing the baby facin I don't see why not. Our son usually faces out but the hood snaps on so could go either way and the rest of it is from neck down so it shouldn't matter. I haven't tried it but yes, seems like it would work facing you."
19,124,can you put the cover on when wearing the baby facin,475,I have a 7 week old. The cover is not meant for Baby Carrier One. There is no button on the carrier. Whereas there is a button hole on the cover.,can you put the cover on when wearing the baby facin I have a 7 week old. The cover is not meant for Baby Carrier One. There is no button on the carrier. Whereas there is a button hole on the cover.
19,124,can you put the cover on when wearing the baby facin,476,Yes it works well both ways!,can you put the cover on when wearing the baby facin Yes it works well both ways!
19,125,will this fit a standard baby carrier that isn't baby bjorn ,477,"I would think so. To attach the cover, it has two slits at either end tgat you place around the button on the carrier. So as long as you have something to place the slits  around then yes.","will this fit a standard baby carrier that isn't baby bjorn  I would think so. To attach the cover, it has two slits at either end tgat you place around the button on the carrier. So as long as you have something to place the slits  around then yes."
19,125,will this fit a standard baby carrier that isn't baby bjorn ,478,Yes it is basically a big pouch that just fits around your child! It has elastic around the edge so you can tuck it around baby! Very easy and handy!,will this fit a standard baby carrier that isn't baby bjorn  Yes it is basically a big pouch that just fits around your child! It has elastic around the edge so you can tuck it around baby! Very easy and handy!
19,126,Is the material of this product  waterproof?,479,it is not waterproof. it is a kind of fleece material so I think it is ok for light rain.,Is the material of this product  waterproof? it is not waterproof. it is a kind of fleece material so I think it is ok for light rain.
19,126,Is the material of this product  waterproof?,480,"Water would bead up upon contact, but would eventually absorb if it was submerged. I used it many times in the snow and rain and my boys never got wet.","Is the material of this product  waterproof? Water would bead up upon contact, but would eventually absorb if it was submerged. I used it many times in the snow and rain and my boys never got wet."
19,126,Is the material of this product  waterproof?,481,"The material is a heavy cloth, not exactly sure what. I believe it is not actually waterproof, but it is thick and therefore would be able to repel light rain for sure.","Is the material of this product  waterproof? The material is a heavy cloth, not exactly sure what. I believe it is not actually waterproof, but it is thick and therefore would be able to repel light rain for sure."
19,126,Is the material of this product  waterproof?,482,"In my opinion the material is water resistant, not completely water proof.  We used a bunch in light rain and snow and our baby always stayed dry.","Is the material of this product  waterproof? In my opinion the material is water resistant, not completely water proof.  We used a bunch in light rain and snow and our baby always stayed dry."
19,127,I live in Florida and am looking for a cover for the rain? Does it do well in the rain? Would it keep the baby too hot? Thanks!,483,"It's a fleece like material so it may be hot. I've used it in the snow, it didn't become soaked, but it certainly didn't repeal it either.","I live in Florida and am looking for a cover for the rain? Does it do well in the rain? Would it keep the baby too hot? Thanks! It's a fleece like material so it may be hot. I've used it in the snow, it didn't become soaked, but it certainly didn't repeal it either."
19,127,I live in Florida and am looking for a cover for the rain? Does it do well in the rain? Would it keep the baby too hot? Thanks!,484,"I think it might be fine in the rain, but I definitely think it would be too warm for Florida weather.","I live in Florida and am looking for a cover for the rain? Does it do well in the rain? Would it keep the baby too hot? Thanks! I think it might be fine in the rain, but I definitely think it would be too warm for Florida weather."
19,127,I live in Florida and am looking for a cover for the rain? Does it do well in the rain? Would it keep the baby too hot? Thanks!,485,Yes.  The outer cover has fleece but is pretty water repellent,I live in Florida and am looking for a cover for the rain? Does it do well in the rain? Would it keep the baby too hot? Thanks! Yes.  The outer cover has fleece but is pretty water repellent
19,127,I live in Florida and am looking for a cover for the rain? Does it do well in the rain? Would it keep the baby too hot? Thanks!,486,"This meant for warn weather I live in colorado and use it during the cold months, it is not waterproof and would probably get a Florida baby too warm","I live in Florida and am looking for a cover for the rain? Does it do well in the rain? Would it keep the baby too hot? Thanks! This meant for warn weather I live in colorado and use it during the cold months, it is not waterproof and would probably get a Florida baby too warm"
