Prod_ID,Ques_ID,Question_Text,Ans_Text
28,183,can you use it on flax,I don't know
29,184,Does this work for fat women? I am a size 16/18 and the Boppy ain't happening for wide women.,"I am about the same size as you are, and found it to work wonderfully. The strap expansion had plenty of room. This was a lifesaver for my nursing woes!Also, mine was not adjustable via Velcro, it had a plastic locking clip and you could pull on the strap to tighten. I've not tried the Velcro style but think it would not be as good"
29,185,"I breastfeed using the \'football\' position, can I use MBF in this pos","Yes, I got this for my sister and she never had a problem using the \'football\' position. She said you may just need to rotate it a bit."
29,186,"Does this come with a removable, washable cover, or does that need to be ordered separately?",Mine came with a cover that can be unzipped and removed for cleaning
29,187,Is the cover 100% cotton or not?,The Deluxe is a plush polyester and the Original My Brest Friend is 100% cotton.
29,188,Is the cover removable and washable?,yes it is removable and washable
29,189,What kind of batteries are needed for this pillow & are they readily available?,"This is strictly a pillow, it has no functions requiring batteries."
29,190,breast friend vs Dr Brown,"Not familiar with Dr Brown, bought My Breast Friend for my neice.  She loved it and was very pleased with how it functioned.  I did confirm her opinion before responding"
30,191,where is it made?,Made in China
30,192,"Amazon shows a yellow warning box \'not for children under 3 years\', huh?? All the review, pics etc. seem to be for infants!","Hello, and thank you for your question on the Lamaze Musical Inchworm.  And thank you for the tip that the detail page is showing incorrect information!  This product is intended for children from birth and up.  I will work with Amazon to get the detail page updated to remove this incorrect information."
30,193,How do you clean it?,This was a gift to my grandson which he lovedI would imagine surface clean only.
30,194,my inchworm does not play the happy and you know it song. it sounds like one of j. lo's songs. is my inch worm a ,I don't like my Lamaze musical inchworm because it plays the music very faint
30,195,is this product lea,yes
30,196,Delivery time usually a few days?,Usually takes 7-12 days from China to US.
30,197,What age?,4-9 months
31,198,Does this plug-in at all or does it run just on batteries?,Just batteries.
31,199,One review mentions a mirror but I don't see one in any of the pictures.  Is there a mirror for baby to check out their reflection? (rainforest model),No there is no mirror on the rainforest model.
31,200,Does the seat adjust?,The back of the seat has 2 recline positions and the seat itself can pivot so it rocks side-to-side or front to back.
31,201,Does it have a 5 point restraint system or a 3 point?,It's 3 point.
31,202,I also need the seat cover because my puppy chewed ours up! Where can this be purchased?,"Best bet is to call Fisher Price. If they didn't help!! try buying an cheap old swing from craigslist or ebay and replace the seat cover with the one you bought (after washing it or cleaning it well) Also, if you know a good tailor, maybe he/she can sew one for you.I am just trying to give you ideas. I hope you find a new seat cover soon."
32,203,Could I use this cover with the Baby Jogger City MICRO stroller? thanks!,If you live where the weather tends to be windy and drizzly then this will absolutely be useful! It's great to keep on hand when the weather happens to turn while you are out and about too.
32,204,Will this fit City Mini GT stroller?,We have a mini GT and it fits fine. The trick is to put the shade of the mini down about halfway for the best fit.
33,205,What's the real difference between this silverado \'plus\' stoller and the skylar \'double\' stroller? Is the fact that a second infant seat can be added to the \'double\' model the only real difference between the \'double\' and \'plus\' models?  Why the price difference for basically the same stroller?,I was also wondering that...I called the company 800-328-7363. it is the second baby carseat is the only difference. i asked if the visor was bigger on the plus cuz it looks bigger...he said maybe slight but not much. i asked if either seat fully reclines - he said no. at max maybe 2 o'clock angle.
33,206,Compatible?? Has anyone used this stroller with a Chicco infant seat??,Did you ever get an answer to your question about being compatible with the Chicco infant seat?  I was wondering the same thing. Thanks!
34,207,Does it work with Britax Boulevard car seat?,We have a Britax Pinnacle car seat and it works fine.
34,208,Has anyone had success using this with the Diono Radian RXT car seat?,Sorry I don't now but my great grandsons have different car seats and it looks like the travel tray can be adjusted since it fits 2 different car seats for them. The kids had no problem setting the tray up on either car seat. Hope this helps.
34,209,Does this work with sunshine car seats?,This comes with a long adjustable strap that I'm sure canfit any car seat.  I really like it and stiil use it easy to wipe clean and keeps food off of car floor seats and in tray. My child likes it too .  He doesn't lose his cars or colors.  Enjoy
34,210,Does anyone have success using the product according to safety directions and wrapping around the child's waist NOT around the car seat?,"I only wrap it around my children's waist. It works great. I just put the pockets that hang off the sides over the arms on the seats to help hold it up a bit. Also because the tray makes using cup holders difficult, we just use a side pocket on the tray as a cup holder."
34,211,Would this work for kids in wheelchairs,It is not very wide but if you just wanted to sit on their lap and not necessarily over the arm rests it may work. Also it's not a hard enough surface for a drink to be set on without tipping but my sin liked that he could keep  his favorite snacks in the pockets on either side and he used it to color on and play with his toys in the car. Hope that helped a bit.
34,212,Will this work on a infant car seat? I have a snug fit 40 and a 7 month old who likes to play with toys in the car that fall out of reach. Thanks!,I would think that it would work. The only issue that would be a problem is that the infant seat tilts back more than a forward facing so things might roll back towards him because it tilts. However if you get it and it doesn't work for the infant seat it will definitely work for him when he's a toddler.  I have these for my 2 year old twins and they are wonderful for long car rides.
34,213,alzheimers lap tray? Would this work?,I'm not sure it would due to an adults hand and arm weight.  It is not rigid which is good for a car seat in event of impact. It can hold a book or small items (eg apple slices).  It might work - just not sure
34,214,could this work for someone in a wheelchair in th,That would depend on the size of the person. It barely fits across my daughters car seat. It's actually a bit smaller than I was expecting.
35,215,comfort,"It's comfortable if you are not a tall person, or if you like to sleep curled up. In retrospect I would have splurged for the full sized pillow."
35,216,I am 23 weeks. We are going on vacation soon. I am concerned about the number of pillows at the condo. Is it small enough to bring as a plane pillow?,It depends. I would think it's to big to bring on a plane. Are you riding in first class or coach? It's 3-4xs as big as a neck roll pillow but much smaller than the regular sized maternity pillows.
35,217,I am 5'9\'. Will this be long enough for me?,Before i purchased it I read a review stating someone way taller then me found it to fit them well but my short 5ft 2 stature think otherwise.  I found it to fit too perfectly from head to groin making me feel restricted.
35,219,Does this pillow help prevent your arm falling asleep while side sleeping?,"I had to sleep with one hand under the pillow, but sometimes it would fall asleep if not positioned well."
35,220,Has anyone found a place to purchase extra covers for this?,I have not looked; I simply washed it.
35,221,Is the cover able to be removed so that I can wash it?,"Yes.  It is not easily removed, but it is removable and washable."
35,222,is it cotton or what?,Mostly polyester and some Cotten. It is a sleeping miracle for me.
36,223,How do you keep a toddler from opening seat belt latches? I have a grandson (2.5yrs) that opens seat belt and car seats at will. Very disconcerting when you are driving alone and he climbs up front with you! Any ideas beside stapling him to the seat?,"I just stumbled acrossed your post. My youngest of four is now 11 years old.  He could unbuckle anything and everything. I went so far as to call car seat manufacturers to see if they had any ideas.  I know, I know, I felt like a terrible mother who couldn't control my own 2 year old. Every single time he unbuckled, I would pull the car over and buckle him in again. Eventually, he got the message. We had to do a lot of practice runs to go places HE wanted to go to. I just kept telling him that I would not keep driving to our destination if he wasn't \'safe and buckled\' and that I would \'drive again, when he was buckled\'.    I never let it get to a point where he was out of the seat.  Fortunately, I was able to lock the windows, so he couldn't do that to me!  Trust me, if he could have, he would have.  I'm sure by now your problem has been resolved and he has moved on to a new phase!!  Perhaps this will help someone else!"
37,224,Is it possible to use this pump in a hands-free manner?   I am hoping that i will be able to work while pumping.  Thank you.,You will need a pumping bra but it will work hands free.
37,225,how long do these pumps last?,"I used mine for over a year - as long as I kept the valves replaced regularly it worked great almost the whole time.  The last month or so I could tell the motor noise wasn't as strong as usual so I think it was on its last legs, but luckily I was past my 12-month goal so it wasn't a big deal."
37,226,Is this a quiet pump?,"It's as quiet as can be for an electric pump. It does make noise, but it isn't that loud. I whole heartedly recommend this pump.  If you're trying to pump in the middle of the night, it seems louder so I just throw a pillow over it."
37,227,How many storage bottles come with the pump?,This pump is available in different combinations. My combination had pump and 4 storage bottles with the cool case.
37,228,I'm a first time mom so very new to breast pumps - what parts of this pump do you need to wash/clean after pumping? Thanks!,"You wash the big part with the flange, the little white piece on the bottom inside the bottle and the diaphragm that goes in the top. And the bottles of course.  I usually fill a little bowl with just dishsoap and warm water and wash it right away after."
37,229,What nipples do you use on your pump bottles?,The medela ones fit. However I use avent bottles.
37,230,Is this pump compatible with milk storage bags ? Can milk be pumped directly to storage bags instead of bottles?,"I have not used the Ameda bags, but the Honeysuckle bags snapped around the base of the flanges and worked just fine for me to pump directly into bags instead of bottles - just had to be careful."
37,231,can you sterilize the parts in microwave steam steri,Yes. The instructions tells you to boil parts. I think the only part you can't is the tube.
37,232,"If my child nurses on one side, but I want to pump the other, is it possible to only pump one side with a double electric or do you HAVE to pump both?",You can disconnect the one tube so you can pump only one if you want (although I've found a manual pump is a lot easier to use while nursing at the same time!)
38,233,does this come with the bass,It turns into something similar.. The backrest. Goes all the way down... The footrest goes up and with the optional muff covers feet.. Well padded too
38,234,does this fold like an umbrella stroller or is it wide and flat?,"No, it does not fold like a regular umbrella stroller. It is indeed wide and flat."
38,235,What model year is this Red Bumbleride Flyer? How do i know i am getting the newer model..,Seller should disclose what model they are selling. I cannot tell. I knew major change from 2010 was better footrest. They had buttons on older models. 2012 had even more improvements.
39,236,Is it electric?,"You can plug it in and when you unplug it, it runs on batteries and the battery is rechargeable. Absolutely love these monitors"
39,237,Are there two pieces to this?,Yes. There is a receiver and a transmitter.
39,238,Is it a monitor or only the reciever,It is both the monitor and the receiver.
39,239,"This picture shows just the receiver, does this come along with a monitor too at the same","Yes - you get both items.  Please understand that it is not two way - you can listen to one location from another location, but not the other direction."
39,240,Can I use two of these in the same house without interference? Can I use two of these in the same house without interference?,"KC is correct - I bought two sets (so one transmitters and one receiver in each set) to see what would happen if I set up two transmitters (in adjacent rooms) to broadcast on the same channel. The receiver ends up picking up only one of the two transmitters at a time, and sometimes, unpredictably, noisily flips back and forth between them. If you want to use two of these transmitters at the same time, you'll need to set them to different channels."
39,241,Cordless monitor anyone have experience with a monitor that the part by the baby is cordless...??  I can take the cord on the listening part but need the part in baby bed to be cordless..any answers,The part that goes in the baby's room is NOT cordless.  I own 2 of these.  Only the parent's side of the monitor has the cordless option.
39,242,"if you got 2 sets of these, would you be able to monitor 2 rooms on the same rec","Yes, just set the color selectors to the same on both."
39,243,Can I buy two of these and use the same receiver?,This comes with a monitor and a receiver. Picture doesn't show. But it does. So if you buy two of what's shown you'll get 2 receivers too. As long as you are on the same frequency on the receive you can use as many monitors as you want with one receiver.
39,244,Is this monitor analog or digital?,This is an analog monitor.
40,245,Is the hardware metal or plastic?,the hardware is plastic
40,246,Can this be folded and stored easily when not in use?  I will just need it one day a week for my grandson.  Was worried about metal play yard weight.,Yes I fold it in and out every day for my pups - this is wood not metal - and everyone that come into my house loves it and is ordering them in fact I have to order another one THX for reminding me.  kat
40,247,how long is it?,Each panel is 2 feet.
40,248,"Hi, can I join 2 of these North States Superyard 3 in 1 Wood Gates to make an extra large play area? Will I need to purchase additional extensions ( other than the 2 Superyards) to do so? Thanks.","You can put 2 of these together as Carolyn and some other reviewers have said, however Carolyn's math is quite a bit off.  I went and figured it out myself.  A hexagon with 2ft sides is a little over 10 square feet, as it says.  Adding the 2 panel extension makes it an octagon, which would be slightly more than 19 square ft, also as stated.  The difference is that combining 2 yards would have 12 panels and be a dodecagon, which would be about 44.8 square feet.  You'd have to get 3 sets of extensions to equal the same area, since all the sides are 2ft in length.  The extensions currently cost 52.14, which is 156.42.  The playyard itself is 155.96.  Thus you are getting a better deal with 2 playyards.  Not only is it slightly cheaper, it also gives you an extra door panel.  That means it's more adaptable for using as 2 separate gates if you want to at some point."
40,249,Is this item easy to put out and take down on a daily basis? we got the plastic north states play yard and it take a lot of effort to close it up.,"It's probably fairly easy to do on a daily basis.  You'd have to turn the bars between each gate to loosen it up, then take one bar out and then fold it up like an accordion."
40,250,What is the gap distance between vertical bars? Are they spaced closely enough to contain a cat?,"Just eyeballing it -- maybe a little over 2 inches between bars.  I don't think a full-grown cat would be able to squeeze through; a small kitten maybe could.  I think the height would be more of the question for using it to contain a cat.  If your cat is like a kitten I had, it wouldn't be unrealistic for it to jump to the top of the gate, perch there, and then jump off to where ever it wants to go!!  :) That's speculating -- I haven't actually used it with a cat...!!"
40,251,is this a babby,Yes.
40,252,pet pen?,We used it for our dog as a pen when he was a puppy.  It is now used as a barrier sometimes.
40,253,How many extensions can be added?,I don't think there is a limit.
40,254,Can this be spilt to create two three panel gates?,"Yes it can, but 3 panels will be a little more tippy with only 3 panels"
41,255,Can these nipples be steam cleaned in the microwave ?,Yes. I sterilized them in microwaveable bags many times.
41,256,My baby is exclusively breastfed. I am looking for a bottle that mimics the breast. Will this nipple flow be good for my 8 month old or too slow?,"The flow in this is really slow, I had to put a little slit to the top of the nipple to allow for a faster flow as my baby was getting frustrated"
41,257,What would you recommend for a 7-10 month old?,No. Flow too slow. At ~5-6 months we switched to Avent Natural.
41,258,What stage for 4 month old,A four month old would typically be in the stage 2 which is for 3-6 months.  The hole in the nipple is a little larger than the stage one allowing a faster flow.   Hope this helps!!
41,259,How is the stage 2 nipple?  Is it a pretty fast flow or is it still conservative (to mimic the breast)?,It's very conservative to mimic your breast flow. It's just for baby when the pull becomes stronger say about 3/4 months.
41,260,Is this stage 2 nipple a variable speed?,"No, its not...that's why there are different stages of nipples."
42,261,what kind of proudcts do this package include?,"It comes with three small bottles, one bigger bottle and one big sippy cup. It also has stage one and two flow nipples. All the parts are inter-changeable meaning when you start baby on sippy cups you can put the handle and sippy cup top on the smaller bottle or if you need another large bottle you can put a nipple on the sippy cup. When you baby is done with bottles you can buy the sippy cup tops seperatly and use them on the a containers as well wich will give you more mileage out of your original purchase."
42,262,does this set come with a bottle brush?  There's no detail of what is inc,No bottle brush included but I suggest purchasing the Avent brush!
42,263,best bottles for newborns not being breastfed? what are the best bottles for newborns not being breast fed? (infant being adopted),I have had the best luck with born free. They are BPA free and work great with babies with or without reflux issues.
43,264,does the chico keyfit 30 use this ad,I don't know.  We bought the one on the Phil &Ted;'s website
43,265,Does this work with the Graco snug ride CLICK connect...not classic connect?,"im not sure i know the difference, if i were to guess i would say it works with both... heres what i have and it works great https://www.google.com/search?q=graco+quattro+tour+travel+system&rls;=org.mozilla:en-US:official&tbm;=isch&tbo;=u&source;=univ&sa=X&ei;=-kKnUqW3FbSzsQSg6YDQCA&ved;=0CH0QsAQ&biw;=1020&bih;=638#facrc=_&imgdii;=_&imgr;c=RNfdVkVfQUecmM%3A%3BCUhS3Xuy14D2pM%3Bhttp%253A%252F%252Fwww.babygiftsoutlet.com%252Fimages%252Flarge%252Fgraco-quattro-tour-travel-system-stroller-nouvelle_BG00473.jpg%3Bhttp%253A%252F%252Fwww.babygiftsoutlet.com%252Fprd%252Fgraco-quattro-tour-travel-system-zurich.html%3B550%3B550 if hte link doesnt work its the car seat from the graco quatro tour nouvelle travel system... hope this helps"
43,266,"i have a Graco  snug ride 30, is it going to",Hi! I have the Chicco key fit 30.  I tried all the travel systems and the one that ended up working VERY well for us was the one with the red balls and straps.  Good luck!!!
44,267,How do you keep a toddler from opening seat belt latches? I have a grandson (2.5yrs) that opens seat belt and car seats at will. Very disconcerting when you are driving alone and he climbs up front with you! Any ideas beside stapling him to the seat?,"I just stumbled acrossed your post. My youngest of four is now 11 years old.  He could unbuckle anything and everything. I went so far as to call car seat manufacturers to see if they had any ideas.  I know, I know, I felt like a terrible mother who couldn't control my own 2 year old. Every single time he unbuckled, I would pull the car over and buckle him in again. Eventually, he got the message. We had to do a lot of practice runs to go places HE wanted to go to. I just kept telling him that I would not keep driving to our destination if he wasn't \'safe and buckled\' and that I would \'drive again, when he was buckled\'.    I never let it get to a point where he was out of the seat.  Fortunately, I was able to lock the windows, so he couldn't do that to me!  Trust me, if he could have, he would have.  I'm sure by now your problem has been resolved and he has moved on to a new phase!!  Perhaps this will help someone else!"
45,268,WHAT DOES THE HYPO DO?,"Assuming you mean \'hippo\' instead of \'hypo\', there is actually no hippo on this jumperoo, it's an \'Old McDonald\' theme so there's piggies, a cat, a cow, ducks, a horse, a vegetable garden and a chicken. The Cow turns around if you move it, the blue horse pops up from behind the fence when you push a button, the vegatables light up when you put them in their correct spots, the ducks spin around, when you push one pig down, the others pop up, etc. It's a great toy, simply adorable, we aren't farm people but just loved this theme for our daughter but it's very gender neutral. It plays farm songs and lights up. I also liked that it was adjustable for as my daughter grew."
45,269,is this a walke,no
45,270,Must babies be able to hold their heads up completely for them to use this? Or will their head be somewhat supported if it's still a tad wobbly?,Yes.  Babies should be able to hold their head up.  There is not enough support for a wobbly head.
45,271,Does it fold?,No! You will have to detach the top from the base.
45,272,I'd like to wash the seat.  Is it removable?,Yes you can take the seat out and wash it! It's machine washable!!!!
45,273,Are the vegetables rattles?.,"One of them, the yellow corn rattles"
45,274,"Some of the pictures show a round base, some show triangluar. I prefer the round base. which is this base? round or.triangle ?",mine is a triangle-not sure what the base shape would affect???
45,275,It appears the top is fairly low; will the child hit their,No
45,276,can it be disassembled to carry during t,Yes it can be disassembled for travel or storage.
46,277,How wide is door?,"46.25 inches wide, would this gate work for us?"
46,278,"The gate is advertised as 36\' tall, but at what height are the upper mounting points?  My banister is only 35\' tall.",The upper mounting points are 34\' tall.  You have one inch to spare.  The arch on the gate is 36\' tall.
46,279,How large are the wide openings at the bottom of the gate?  I have cats and don't want them to slip through.,The widest opening is about 4.5in wide and 2in high. I have 2 cats and neither of them slip through...even though it was funny to watch one of them try
46,280,What is the width of the walk through gate itself (the opening the people walk through)?,"from latch to latch, mine is measuring 16 1/2 inches"
46,281,What is the distance between the bars please?,The distance between the bars varies. In the main body the widest distance is 2 1/4\'  near the floor the wider openings are 4 1/4\' at the widest point.
46,282,This gate only swings open one way? Or both ways?,Only swings one way.
46,283,"Mine does not automatically shut, ever, and it also does not require use of the button on top to open it.  Is there something wrong with it?",At first I thought my gate wasn't very baby proof as I didn't need to use the button on top to open it. I just had to lift up and it opened. It also didn't swing close and lock itself. You need to make the gate tighter. You will notice a little lip hanging off the button on top. That is what is suppose to stop the gate from being able to just be lifted upwards and open. If your gate is at the correct fit to the door way it should swing close and lock itself. I hope this helps.
46,284,Do the mounting knobs adjust enough to account for baseboards?  Our opening is an inch or two narrower at the bottom than the top.,Yes knobs screw into the gate so you can adjust the bottom different then the top! Ours is the same way as far as base boards go :)
46,285,Can additional sections be ordered so the gate can be used in a wider space?,"There is another similar gate amazon has listed as \'frequently bought together\' that is up to 6 feet wide, I would think that is the one you want."
47,286,What is the age range for this gift?,The package says 3+m
47,287,"The product description say \'NO\' under batteries required, I assume this is not correct. What size and how many?",It came with two AA batteries it said were only for demonstration. We haven't changed them yet.
47,288,what are the tunes,It's perfect!
47,289,Does it play the entire piece or just a segment of it ?,The entire piece! This is a great toy because of the music and the lights
47,290,"Baby Einstein Takealong Tunes...Is it TOXIC? I was wanting something to round out my order with Amazon last week, ya know, to get the free shipping deal.  I found what looked like a perfect item.  Baby Einstein's Takealong Tunes.  I was looking at the product info and found a statement that said something to the effect of they are required to notify the consumer of Proposition 65 (this was a link).  I clicked on the link and it took me another statement that said something like the product contains a chemical known to the state of California to cause cancer or repoductive harm.  I couldn't believe it!  I emailed Baby Einstein and they forwarded my email to the maker of the toy and I got back this response:I want to assure you that Kids II products are safe. Our products are latex free and paint materials are non-toxic. Our products meet and pass necessary requirements for phthalates, PVC's and BPA's. In addition to the tests that are performed by both U.S. and International standards, we also perform testing and go through extra safety procedures with parents and children within our local area. Not only do our products meet the requirements they are also certified by the accredited independent laboratories mentioned with Intertek and Bureau Veritas. In being a private company I hope that you will understand that we are unable to provide specific details on the materials within the products. However in being parents ourselves, we want to share the same confidence with you that we have in allowing our children to play with our products. In other words...they refused to tell me exactly what the warning was pertaining to!  I wrote back for further clarification and haven't received a response.  Today, about a week and a half later and they have now REMOVED the link to the warning!!!  What's going on?  Is this toxic or isn't it???http://www.oehha.org/prop65.htmlAny info would be appreciated!  Thanks.Nadine","Thanks for your reply.  If the product is safe then why the warning?  It cited Prop 65.  If you click on the link it comes up with:\'Proposition 65Proposition 65, the Safe Drinking Water and Toxic Enforcement Act of 1986, was enacted as a ballot initiative in November 1986. The Proposition was intended by its authors to protect California citizens and the State's drinking water sources from chemicals known to cause cancer, birth defects or other reproductive harm, and to inform citizens about exposures to such chemicals.Proposition 65 requires the Governor to publish, at least annually, a list of chemicals known to the state to cause cancer or reproductive toxicity.\'I contacted the Office of Environmental Health Hazzard Assessment and they said that the manufacturer is responsible for keeping track of chemicals that they include in their products that are considered toxic and informing the consumer of those chemicals.  They DID inform the consumer, right on the Amazon website, but after I questioned the warning they REMOVED it!  If the toxic part is inside the toy then that isn't as big of a deal and I would buy it anyway.  If it's outside then I feel that I have the right to know.  I asked the manufacturer this and they still have yet to answer.  I don't understand what all the secrecy is about.  Thanks again for your reply.~Nadine"
47,291,"Is it supposed to be this quiet? I just bought this as a present and it was so quiet even set on the loudest setting that I thought perhaps the batteries needed replacing. So I opened it up and replaced the batteries but it's still so quiet I have to hold it up to my ear to hear it. I'm thinking there must be something wrong because with it so quiet on the loud setting, what would one need an even quieter setting?","It is not that quiet on loud, but not terribly loud either. You should not have to hold it to your ear on loud, although it is not as loud as many toys (which is why it is more tolerable to everyone else in the room or car who have to hear it over and over!)"
47,292,does it play continously? no batteries...what makes i,"No, it doesn't. It has a few short songs. It has batteries."
47,293,Age,from a few months to infinity
47,294,But what battery(s) does it use?? When battery use products are shown for sale it should ALWAYS indicate what battey(s) they use for their operation! Why the secrecy about this?,"Batteries included? If not, I need to ship some along with the gift."
47,295,What is age,9 months to 2 years
48,296,Does this fit with a regular citi mini single stroller? (not GT version)Does it fit with the double citi mini gt? Can you fold it up when not in use?,I don't know about the citi mini because I have a Valco stroller.  You CAN fold it up when not in use as it clips into a strap that you attach to the handles of the stroller.  This strap/clip piece did break after about a month or so in use (gravity takes a toll if you keep it in this position) but we were able to jury rig it back together.
48,297,Does this fit the Britax B ready stroller? Thank you!,Yes.  There's a way to attach it to the stroller  both single or double setting.  It took me a while to figure it out but it does attach to it.  It will attach to the main frame of the stroller if your using just a single seat.  It will attach to the second seat frame if you're using the  second seat.
48,298,Will it fit a Britax B Agile Stroller?,"I can't guarantee 100% that it will, but I think it would. This accessory is VERY adjustable - the part that hooks to the downward struts is an adjustable strap, and beyond that the length of the arms running down to the accessory are also adjustable, so it can adapt to many sizes of stroller. Looking at the image online, I'd say it would fit it."
48,299,Does it fit the Jeep Urban Terrain Stroller?,"The hitchhiker is a great product -- very well built & quite adjustable, so I could see that it might fit.  Keep in mind that you'll need headroom for your child to stand, so if you have a full handlebar (not 2 separate handles, open in between), that may indeed be your limiting factor.  In that case, if you could remove your 'parent tray', there may be enough room for your toddler to stand & put their head through."
48,300,Does it fit a double stroller,"Yes, on a side by side... and it should fit most front to back doubles since they are the same width as a single stroller (though that might be hard to steer).On a side by side double stroller there are 3 legs on the back for the wheels. You attatch the Hitch Hiker to one of the outside legs and the middle part. That leaves the space behind the other seat for you to walk. The standing child will need to hold on to the bar in front of them. Occasionally for really sharp turns you'll need to reach around the child and grab the outside handles to make the turn, but for most walking and steering, I've found that just holding onto the open space is enough.On our Combi double stroller we leave the attatchment brackets on the back legs to fold it up, but we do remove the Hitch Hiker board itself every time. It only takes a few seconds to snap in and out of the brackets."
48,301,does it come with ,No
48,302,"Can the child sit on this board as well as stand? Also, any idea if it would fit an InStep Safari in-line double jogger?",My kid would sit on it but it's not safe. She also had to either sit cross legged so her feet wouldn't drag or she would place her feet onto the bars of the MacClaren. I don't know the stroller you are referring to but the board is really adjustable in regard to width & arm length. You just need to make sure to have two clear bars (about 2\' of space) to attach the arms to it. My friend used this with her city mini double stroller and it was fine. Hope this helps!
49,303,I am looking for is a seat that reclines for a 4-month old to sit in front of the TV and feed him...thought this might work. Does anyone think it wil?,"It has to be attached to a dining chair to work. It does not stand on its own on the floor. It does recline nicely, I would recommend it if you want to move a dining chair to the living room with the baby."
49,304,Does this chair recline enough for a newborn baby?,"ummm....well to answer your question, i don't think you should put a newborn in a booster seat! probably from about 3 months onwards! but i'll have to say no to your question, it won't! but it's an excellent booster seat! better than the fisher price brand on account of space and economically! it's strong and works really well!"
49,305,I am looking to use this for my 5 1/2 month old granddaughter..I would like to use it without the tray at the table. Has anyone done this.,"I have done so.  However, depending upon the height of the table, it won't push all the way under.  The tray is really the safest thing for a child that young.  I didn't start taking the tray off until my grandson was around 15 months old.  The center bar and belts will hold her in good enough, just be careful."
49,306,Are there a bunch of crevices under the pad where food can get stuck?,"No, the actual set portion detaches quite easily to allow for proper cleaning. We don't use the pad because it made it more time consuming to clean when our son gets messy"
49,307,"Our chairs do not have slots in the back. There is a space between the bottom and the back rest, but no slots. Will this still work?","Yes, you do not need any slots as the straps go around the back and bottom of the chair"
49,308,I just bought this seat and the back won't click into place either. What's the trick?,"Hi Helena, I guess theres no trick...too much of muscle power..I had this problem, i somehow forced it into the base and it is stuck forever now i guessthe two side bars went inside the middle one is out...but its locked"
50,309,is there compatibility with Bob Strolle,I have both a BOB and uppababy and it only fits on the uppababy.
50,310,does this fit on the uppababy ,"No, the frame is different on the g-luxe. This will only work on the vista."
50,311,"Is the UPPAbaby \'PiggyBack Ride Along Board\' compatible with the UPPAbaby G-Luxe stroller, or only the Visa?","The Piggyback does not work on the G-luxe or G-lite umbrella strollers. Currently, it is only available for the Vista but there will be one available soon for the Cruz."
50,312,Has anyone gate checked their Vista with this Piggyback board attached?,Yes!! It worked out perfectly!! I have a 1 yr old and 3 yr old and the piggyback was a lifesaver at the airport.
50,313,is this compatible with the 2015 uppababy ,"No, the one called 'older version' is for 2014 and earlier models. You'd need the other Piggy Back Ride Along which will specifically say 2015 model."
50,314,is this complatible with  the 2012,"Yes, it worked really well on our 2012 Vista"
50,315,does this work with uppababy cruz,No they have two separate ones.. One for the vista and one for the Cruz.. It snaps on and folds up nice.. U have to look up piggyback for Cruz ..
50,316,Does it fit with the stroller in the vista travel bag?,"Yes, if you detach it (easy), it pretty easily folds inside the stroller."
50,317,is it compatible with maclaren stro,It was designed for UppaBaby. Not that I know of.
51,318,Price difference Fisher-Price Zen Collection Cradle SwingHas anyone noticed the $100 price difference if you order this from Amazon? Any insight as to why that may be?,"The Amazon product says it requires batteries, while the one straight from Fisher-Price says it can plug in. I don't know if the price increase is because they changed the product, or if the product description on one site or the other is wrong - but maybe that is why the price is different."
51,319,Can the feet be taken off the seat so I  can use it just as a seeing and eliminate some bulk? Thanks.,I would be worried it would knock the balance off- I went downstairs and put mine upside down and looked at it- I think (think) you could but I don't know that I would do that- maybe look for a different swing? Sorry :(  however Amazon has a great return policy so you could always buy it and assemble and if you don't like send back.
51,320,"Does the seat do anything when not attached to the motor? Like, bounce, move, anything?",It is on spring like things so it bounces when the baby moves around. My husband and I like to use our feet as we multitask :-)
51,321,does the removable cradle vi,It does not. It's pretty much just a baby seat.
51,322,Does the swing come with the adapter or not?  I read conflicting feedback.,"When I purchased it, it came with the cord."
51,323,can we remove blanket...if we do not wa,It is attached on both sides...they overlap with each other when folded in. Unless you removed the stitching then no unfortunately....
51,324,I am a bit confused about the noise of this swing. It is anything other than \'quiet\'. Is there a trick to it?,Ours isn't that loud so I don't know what else to suggest to you. Maybe make sure things are tight but not too tight. If the legs are fully stretched out to the side it helps too.
51,325,Is the button to change the speed manual/loud for a sleeping baby?,It's a nob for speed and a little switch for the volume
51,326,How old was your baby when they outgrew this swing?,We used it for a few months. It could have held her up until now (she is a year old) but we mostly used it from when she was born until 4 months of age. It is a little pricey but when you have a baby that is soothed by the swing its priceless :) I resold mine for half what I paid.
51,327,Does this swing have any kind of restraint or harness? Or is the blanket the only thing keeping baby from falling out?,"YES!!! The blanket just covers the harness. Makes it look pretty, but if your kid is anything like mine was, she loved to kick her legs up and play with her feet so the \'cover\' spent most of its time to the side. :)"
52,328,Measurements? I was wondering if anyone has the actual opening measurements of the toddler seat? I want to make sure my duaghter will not fall in and also are there any problems with the seats falling down? Thanks:),7 and 7.5 inch oval. 7 in wide. 7.5 in long.the hole is pushed forward. should fit small children.big kids may be less comfortable.
52,329,Can this be used for 1 1/2 year old with a stool? or is it to big?,"Yes, you could use it with an 18-month-old, if you could get them on the potty somehow."
